"beta","lamda1","lamda2","lamda.twa","R0","snail.prev","W1","W2","W3","W4","likelihood_range1","likelihood_range2","likelihood_range3","likelihood_range4","likelihood_range234","likelihood_range1234"
7e-06,5e-05,7e-05,5.73400673400673e-05,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,4.61006789790699,3.38032063253002,3.39657878882341e-306,1.25388039700058e-08,9.02883452388964e-07,0.0902627392268833,1.02187156699744e-15,3.47328149026396e-321
7e-06,5e-05,8e-05,6.1010101010101e-05,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,5.32769149765747,3.45974291121771,3.39657878882341e-306,1.25388039700058e-08,1.32634666452715e-06,0.107242776434015,1.7835332545557e-15,6.05724481801368e-321
7e-06,5e-05,9e-05,6.46801346801347e-05,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,6.05814318972095,3.53855245378906,3.39657878882341e-306,1.25388039700058e-08,1.94792244676459e-06,0.12608083025927,3.07947607948512e-15,1.04593697224592e-320
7e-06,5e-05,1e-04,6.83501683501684e-05,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,6.80096696644102,3.61672632246924,3.39657878882341e-306,1.25388039700058e-08,2.85831247557031e-06,0.146698535401638,5.25764907609486e-15,1.78604730971611e-320
7e-06,5e-05,2e-04,0.000105050505050505,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,14.8198175078315,4.36154378310408,3.39657878882341e-306,1.25388039700058e-08,0.000111745026488151,0.394871544408395,5.53273862373044e-13,1.87923797183468e-318
7e-06,5e-05,3e-04,0.000141750841750842,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,23.6721247727785,5.04268360831507,3.39657878882341e-306,1.25388039700058e-08,0.00233681174326149,0.476531541983192,1.39627670153475e-11,4.74256380210629e-317
7e-06,5e-05,4e-04,0.000178451178451178,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,33.0978937871744,5.67265296039526,3.39657878882341e-306,1.25388039700058e-08,0.0186298342979643,0.308027800807933,7.19540129518956e-11,2.4439747182505e-316
7e-06,5e-05,5e-04,0.000215151515151515,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,42.9243892237316,6.26454237282337,3.39657878882341e-306,1.25388039700058e-08,0.0453223040113566,0.11981363862133,6.80885914168165e-11,2.31268265224937e-316
7e-06,5e-05,6e-04,0.000251851851851852,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,53.0384894415801,6.82863749327489,3.39657878882341e-306,1.25388039700058e-08,0.029061235777411,0.030092707850032,1.09655762606126e-11,3.72454450324428e-317
7e-06,5e-05,7e-04,0.000288552188552189,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,63.3651947364586,7.37239573953632,3.39657878882341e-306,1.25388039700058e-08,0.00444964737690134,0.00509062130977395,2.84022338925992e-13,9.64702698756701e-319
7e-06,6e-05,7e-05,6.36700336700337e-05,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,5.19540709730353,4.52906513282529,0,7.59572297270462e-18,1.23621728277867e-06,0.440696633268036,4.1381255275027e-24,0
7e-06,6e-05,8e-05,6.73400673400673e-05,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,5.98301556792784,4.60929260734839,0,7.59572297270462e-18,1.87304610111998e-06,0.457718828223568,6.51202952900872e-24,0
7e-06,6e-05,9e-05,7.1010101010101e-05,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,6.78121238955793,4.68875981872344,0,7.59572297270462e-18,2.8295842180599e-06,0.470793187719556,1.01186345644313e-23,0
7e-06,6e-05,1e-04,7.46801346801347e-05,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,7.58959391605588,4.76746669799058,0,7.59572297270462e-18,4.25972029773424e-06,0.479678452576763,1.5520310677346e-23,0
7e-06,6e-05,2e-04,0.000111380471380471,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,16.1564436074423,5.5142903141421,0,7.59572297270462e-18,0.000189236450704306,0.363236447276844,5.2211158548427e-22,0
7e-06,6e-05,3e-04,0.000148080808080808,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,25.4027051633604,6.19714312912397,0,7.59572297270462e-18,0.00374231432756775,0.136944622420585,3.89273071855641e-21,0
7e-06,6e-05,4e-04,0.000184781144781145,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,35.1195474153051,6.83095134782228,0,7.59572297270462e-18,0.0248790847473913,0.0298936851746877,5.6491482613012e-21,0
7e-06,6e-05,5e-04,0.000221481481481481,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,45.1699952657084,7.42849969047429,0,7.59572297270462e-18,0.0462580142881342,0.00413381750303213,1.45247077478813e-21,0
7e-06,6e-05,6e-04,0.000258181818181818,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,55.4637911999024,7.99935172785466,0,7.59572297270462e-18,0.0212817196843098,0.000381515307485209,6.16719674261756e-23,0
7e-06,6e-05,7e-04,0.000294882154882155,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,65.9402503961035,8.55038467811945,0,7.59572297270462e-18,0.00222763842173666,2.42245475267986e-05,4.0989204592828e-25,0
7e-06,7e-05,7e-05,7e-05,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,5.62599208034188,5.67916009935164,0,1.2527062991569e-30,1.55309749979184e-06,0.305705794875026,5.94773558343127e-37,0
7e-06,7e-05,8e-05,7.36700336700337e-05,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,6.46309733724164,5.75876837269881,0,1.2527062991569e-30,2.4030413959754e-06,0.277268314284316,8.34662218859701e-37,0
7e-06,7e-05,9e-05,7.73400673400673e-05,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,7.30904572681585,5.83759400310152,0,1.2527062991569e-30,3.69963047842305e-06,0.249405925209759,1.15588433165871e-36,0
7e-06,7e-05,1e-04,8.1010101010101e-05,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,8.16349409962311,5.91564747868966,0,1.2527062991569e-30,5.6648076070716e-06,0.222553842866407,1.57931777576405e-36,0
7e-06,7e-05,2e-04,0.000117710437710438,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,17.1109494770574,6.65673782093404,0,1.2527062991569e-30,0.000271628824248686,0.0481888927472588,1.63972894303982e-35,0
7e-06,7e-05,3e-04,0.000154410774410774,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,26.6273949428849,7.33708427816358,0,1.2527062991569e-30,0.00509655304900631,0.00578954639879906,3.69632669784256e-35,0
7e-06,7e-05,4e-04,0.000191111111111111,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,36.5425630560241,7.97153749951067,0,1.2527062991569e-30,0.0295060384769367,0.000433290971945362,1.6015474335486e-35,0
7e-06,7e-05,5e-04,0.000227811447811448,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,46.7446016324717,8.57189955185656,0,1.2527062991569e-30,0.045060998621882,2.15554448718168e-05,1.2167659946655e-36,0
7e-06,7e-05,6e-04,0.000264511784511784,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,57.1589858339341,9.14686119970724,0,1.2527062991569e-30,0.0163299160702046,7.39018915663797e-07,1.51178060183569e-38,0
7e-06,7e-05,7e-04,0.000301212121212121,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,67.7348812303228,9.70269358950313,0,1.2527062991569e-30,0.00130459067862388,1.78168442962077e-08,2.91175156150774e-41,0
7e-06,8e-05,7e-05,7.63299663299663e-05,2.1897867194723,14.6373941323107,44.1499337698857,4.30086560822025,5.96022206699378,6.83223792169687,0,5.26189249174741e-47,1.85087523762961e-06,0.0297834905340776,2.90064586730984e-54,0
7e-06,8e-05,8e-05,8e-05,2.1897867194723,14.6373941323107,44.1499337698857,4.30086560822025,6.83455017182554,6.91063268467767,0,5.26189249174741e-47,2.9077870093561e-06,0.0236724567255578,3.62199539540149e-54,0
7e-06,8e-05,9e-05,8.36700336700337e-05,2.1897867194723,14.6373941323107,44.1499337698857,4.30086560822025,7.71635992727398,6.98827550858245,0,5.26189249174741e-47,4.53830303875304e-06,0.0186887635489523,4.46288845052051e-54,0
7e-06,8e-05,1e-04,8.73400673400673e-05,2.1897867194723,14.6373941323107,44.1499337698857,4.30086560822025,8.6053626070926,7.06518111244386,0,5.26189249174741e-47,7.03384692596791e-06,0.0146581494088239,5.42517844295368e-54,0
7e-06,8e-05,2e-04,0.000124040404040404,2.1897867194723,14.6373941323107,44.1499337698857,4.30086560822025,17.8371930883863,7.79717721409811,0,5.26189249174741e-47,0.000354678847225218,0.000937407391486559,1.74946650689798e-53,0
7e-06,8e-05,3e-04,0.000160740740740741,2.1897867194723,14.6373941323107,44.1499337698857,4.30086560822025,27.5548943017215,8.47282890414623,0,5.26189249174741e-47,0.00635358720203903,3.6689907582825e-05,1.2266130569334e-53,0
7e-06,8e-05,4e-04,0.000197441077441077,2.1897867194723,14.6373941323107,44.1499337698857,4.30086560822025,37.6175474700405,9.10598959030835,0,5.26189249174741e-47,0.0329616782476599,9.54537534477768e-07,1.65555760565334e-54,0
7e-06,8e-05,5e-04,0.000234141414141414,2.1897867194723,14.6373941323107,44.1499337698857,4.30086560822025,47.9318890462691,9.70730896131273,0,5.26189249174741e-47,0.0432131546764344,1.72411886524125e-08,3.92035275343662e-56,0
7e-06,8e-05,6e-04,0.000270841750841751,2.1897867194723,14.6373941323107,44.1499337698857,4.30086560822025,58.4350033553161,10.2846071208322,0,5.26189249174741e-47,0.013040810674912,2.21142181812341e-10,1.51746313972926e-58,0
7e-06,8e-05,7e-04,0.000307542087542088,2.1897867194723,14.6373941323107,44.1499337698857,4.30086560822025,69.0833811616833,10.8435706328475,0,5.26189249174741e-47,0.000848128111269612,2.03743405676652e-12,9.09257705298151e-62,0
7e-06,8e-06,7e-05,3.07542087542088e-05,0.692471362352065,0,0,0,0,0,0,0,0,0,0,0
7e-06,8e-06,8e-05,3.44242424242424e-05,0.692471362352065,0,0,0,0,0,0,0,0,0,0,0
7e-06,8e-06,9e-05,3.80942760942761e-05,0.692471362352065,0,0,0,0,0,0,0,0,0,0,0
7e-06,8e-06,1e-04,4.17643097643098e-05,0.692471362352065,0,0,0,0,0,0,0,0,0,0,0
7e-06,8e-06,2e-04,7.84646464646465e-05,0.692471362352065,0,0,0,0,0,0,0,0,0,0,0
7e-06,8e-06,3e-04,0.000115164983164983,0.692471362352065,0,0,0,0,0,0,0,0,0,0,0
7e-06,8e-06,4e-04,0.00015186531986532,0.692471362352065,0,0,0,0,0,0,0,0,0,0,0
7e-06,8e-06,5e-04,0.000188565656565657,0.692471362352065,0,0,0,0,0,0,0,0,0,0,0
7e-06,8e-06,6e-04,0.000225265993265993,0.692471362352065,0,0,0,0,0,0,0,0,0,0,0
7e-06,8e-06,7e-04,0.00026196632996633,0.692471362352065,0,0,0,0,0,0,0,0,0,0,0
7e-06,9e-06,7e-05,3.13872053872054e-05,0.734476794144948,0,0,0,0,0,0,0,0,0,0,0
7e-06,9e-06,8e-05,3.50572390572391e-05,0.734476794144948,0,0,0,0,0,0,0,0,0,0,0
7e-06,9e-06,9e-05,3.87272727272727e-05,0.734476794144948,0,0,0,0,0,0,0,0,0,0,0
7e-06,9e-06,1e-04,4.23973063973064e-05,0.734476794144948,0,0,0,0,0,0,0,0,0,0,0
7e-06,9e-06,2e-04,7.90976430976431e-05,0.734476794144948,0,0,0,0,0,0,0,0,0,0,0
7e-06,9e-06,3e-04,0.00011579797979798,0.734476794144948,0,0,0,0,0,0,0,0,0,0,0
7e-06,9e-06,4e-04,0.000152498316498317,0.734476794144948,0,0,0,0,0,0,0,0,0,0,0
7e-06,9e-06,5e-04,0.000189198653198653,0.734476794144948,0,0,0,0,0,0,0,0,0,0,0
7e-06,9e-06,6e-04,0.00022589898989899,0.734476794144948,0,0,0,0,0,0,0,0,0,0,0
7e-06,9e-06,7e-04,0.000262599326599327,0.734476794144948,0,0,0,0,0,0,0,0,0,0,0
7e-06,1e-05,7e-05,3.2020202020202e-05,0.774206519345553,0,0,0,0,0,0,0,0,0,0,0
7e-06,1e-05,8e-05,3.56902356902357e-05,0.774206519345553,0,0,0,0,0,0,0,0,0,0,0
7e-06,1e-05,9e-05,3.93602693602694e-05,0.774206519345553,0,0,0,0,0,0,0,0,0,0,0
7e-06,1e-05,1e-04,4.3030303030303e-05,0.774206519345553,0,0,0,0,0,0,0,0,0,0,0
7e-06,1e-05,2e-04,7.97306397306397e-05,0.774206519345553,0,0,0,0,0,0,0,0,0,0,0
7e-06,1e-05,3e-04,0.000116430976430976,0.774206519345553,0,0,0,0,0,0,0,0,0,0,0
7e-06,1e-05,4e-04,0.000153131313131313,0.774206519345553,0,0,0,0,0,0,0,0,0,0,0
7e-06,1e-05,5e-04,0.00018983164983165,0.774206519345553,0,0,0,0,0,0,0,0,0,0,0
7e-06,1e-05,6e-04,0.000226531986531987,0.774206519345553,0,0,0,0,0,0,0,0,0,0,0
7e-06,1e-05,7e-04,0.000263232323232323,0.774206519345553,0,0,0,0,0,0,0,0,0,0,0
7e-06,2e-05,7e-05,3.83501683501684e-05,1.09489335973615,-2.15830903834174e-40,0,0,0,0,0,0,0,0,0,0
7e-06,2e-05,8e-05,4.2020202020202e-05,1.09489335973615,-2.15830903834174e-40,0,0,0,0,0,0,0,0,0,0
7e-06,2e-05,9e-05,4.56902356902357e-05,1.09489335973615,-2.15830903834174e-40,0,0,0,0,0,0,0,0,0,0
7e-06,2e-05,1e-04,4.93602693602694e-05,1.09489335973615,-2.15830903834174e-40,0,0,0,0,0,0,0,0,0,0
7e-06,2e-05,2e-04,8.60606060606061e-05,1.09489335973615,-2.15830903834174e-40,0,0,0,0,0,0,0,0,0,0
7e-06,2e-05,3e-04,0.000122760942760943,1.09489335973615,-2.15830903834174e-40,0,0,0,0,0,0,0,0,0,0
7e-06,2e-05,4e-04,0.000159461279461279,1.09489335973615,-2.15830903834174e-40,0,0,0,0,0,0,0,0,0,0
7e-06,2e-05,5e-04,0.000196161616161616,1.09489335973615,-2.15830903834174e-40,0,0,0,0,0,0,0,0,0,0
7e-06,2e-05,6e-04,0.000232861952861953,1.09489335973615,-2.15830903834174e-40,0,0,0,0,0,0,0,0,0,0
7e-06,2e-05,7e-04,0.00026956228956229,1.09489335973615,-2.15830903834174e-40,0,0,0,0,0,0,0,0,0,0
7e-06,3e-05,7e-05,4.46801346801347e-05,1.34096502705755,6.14586156571635,7.95654875873537,0.520476080745245,2.12212128253162,0.950901291122763,8.65816812338451e-26,1.39177185523878,2.2553844988103e-07,5.12976905865508e-06,1.61022459073769e-12,1.39415952230149e-37
7e-06,3e-05,8e-05,4.83501683501684e-05,1.34096502705755,6.14586156571635,7.95654875873537,0.520476080745245,2.50093604165303,1.00772979695082,8.65816812338451e-26,1.39177185523878,2.80080332243809e-07,7.12304062305293e-06,2.77661767515353e-12,2.40404226458403e-37
7e-06,3e-05,9e-05,5.2020202020202e-05,1.34096502705755,6.14586156571635,7.95654875873537,0.520476080745245,2.89643056788257,1.0656489139936,8.65816812338451e-26,1.39177185523878,3.50420778653648e-07,9.90459496407339e-06,4.83052818501265e-12,4.18235251505869e-37
7e-06,3e-05,1e-04,5.56902356902357e-05,1.34096502705755,6.14586156571635,7.95654875873537,0.520476080745245,3.30850764614277,1.12454925083998,8.65816812338451e-26,1.39177185523878,4.41573359001672e-07,1.37792593506254e-05,8.46831078064503e-12,7.33200584598942e-37
7e-06,3e-05,2e-04,9.23905723905724e-05,1.34096502705755,6.14586156571635,7.95654875873537,0.520476080745245,8.30938302198005,1.74564604857614,8.65816812338451e-26,1.39177185523878,6.08624613905016e-06,0.000327898835139335,2.77752154061274e-09,2.4048248464947e-34
7e-06,3e-05,3e-04,0.000129090909090909,1.34096502705755,6.14586156571635,7.95654875873537,0.520476080745245,14.7396207783042,2.37406466635312,8.65816812338451e-26,1.39177185523878,0.000108185517285476,0.00453468841162928,6.82786030270977e-07,5.91167624238442e-32
7e-06,3e-05,4e-04,0.000165791245791246,1.34096502705755,6.14586156571635,7.95654875873537,0.520476080745245,22.2824116820591,2.9737502503281,8.65816812338451e-26,1.39177185523878,0.00155487716823656,0.0322774634391922,6.98495373895254e-05,6.04769038059143e-30
7e-06,3e-05,5e-04,0.000202491582491582,1.34096502705755,6.14586156571635,7.95654875873537,0.520476080745245,30.631074576994,3.53909704105924,8.65816812338451e-26,1.39177185523878,0.0121480933979912,0.126217870404718,0.00213401280177517,1.84766416152242e-28
7e-06,3e-05,6e-04,0.000239191919191919,1.34096502705755,6.14586156571635,7.95654875873537,0.520476080745245,39.5491025166482,4.07552245045162,8.65816812338451e-26,1.39177185523878,0.0386752646110995,0.297454631248258,0.0160111335015745,1.38627085702586e-27
7e-06,3e-05,7e-04,0.000275892255892256,1.34096502705755,6.14586156571635,7.95654875873537,0.520476080745245,48.872162016161,4.59012659921691,8.65816812338451e-26,1.39177185523878,0.0412437599472574,0.45398579777805,0.0260596493170777,2.25628825023701e-27
7e-06,4e-05,7e-05,5.1010101010101e-05,1.54841303869111,9.78941454129522,16.1002467079135,1.29189998675626,3.74216096008632,2.22190679330276,2.17916105983288e-135,0.00657650440568871,5.61823418734682e-07,0.00253265698852847,9.35774762902869e-12,2.03920392409228e-146
7e-06,4e-05,8e-05,5.46801346801347e-05,1.54841303869111,9.78941454129522,16.1002467079135,1.29189998675626,4.34991085787606,2.29688641355106,2.17916105983288e-135,0.00657650440568871,7.84036060532456e-07,0.00338915086902485,1.74751959921577e-11,3.80812666190576e-146
7e-06,4e-05,9e-05,5.83501683501684e-05,1.54841303869111,9.78941454129522,16.1002467079135,1.29189998675626,4.97319429299568,2.37170105832676,2.17916105983288e-135,0.00657650440568871,1.0978055463886e-06,0.00449501779863428,3.24527834420111e-11,7.07198419600199e-146
7e-06,4e-05,1e-04,6.2020202020202e-05,1.54841303869111,9.78941454129522,16.1002467079135,1.29189998675626,5.61156898734313,2.4462835509887,2.17916105983288e-135,0.00657650440568871,1.54133363961701e-06,0.00590767214464257,5.98836354475713e-11,1.30496086488576e-145
7e-06,4e-05,2e-04,9.87205387205387e-05,1.54841303869111,9.78941454129522,16.1002467079135,1.29189998675626,12.7319091913569,3.16962022554316,2.17916105983288e-135,0.00657650440568871,4.67660933022435e-05,0.054613464593022,1.67967761931652e-08,3.66028806108736e-143
7e-06,4e-05,3e-04,0.000135420875420875,1.54841303869111,9.78941454129522,16.1002467079135,1.29189998675626,20.9164652240131,3.84013918866561,2.17916105983288e-135,0.00657650440568871,0.0010157229260493,0.215174526410716,1.43734567416642e-06,3.13220772266271e-141
7e-06,4e-05,4e-04,0.000172121212121212,1.54841303869111,9.78941454129522,16.1002467079135,1.29189998675626,29.8413373248671,4.4607657994277,2.17916105983288e-135,0.00657650440568871,0.0104118608352009,0.423519157760841,2.89999020068031e-05,6.31954571921949e-140
7e-06,4e-05,5e-04,0.000208821548821549,1.54841303869111,9.78941454129522,16.1002467079135,1.29189998675626,39.278955909887,5.04250978782983,2.17916105983288e-135,0.00657650440568871,0.0379347798121031,0.476550354117149,0.000118888946744184,2.59078163189471e-139
7e-06,4e-05,6e-04,0.000245521885521885,1.54841303869111,9.78941454129522,16.1002467079135,1.29189998675626,49.0784203848481,5.59571075407445,2.17916105983288e-135,0.00657650440568871,0.0407588796785135,0.335264289253867,8.98679118312312e-05,1.95836653991114e-139
7e-06,4e-05,7e-04,0.000282222222222222,1.54841303869111,9.78941454129522,16.1002467079135,1.29189998675626,59.1405214737751,6.12824825094009,2.17916105983288e-135,0.00657650440568871,0.0114078689445862,0.155904590490854,1.16965704647713e-05,2.5488710890421e-140
7e-06,5e-05,7e-05,5.73400673400673e-05,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,4.61006789790699,3.38032063253002,3.39657878882341e-306,1.25388039700058e-08,9.02883452388964e-07,0.0902627392268833,1.02187156699744e-15,3.47328149026396e-321
7e-06,5e-05,8e-05,6.1010101010101e-05,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,5.32769149765747,3.45974291121771,3.39657878882341e-306,1.25388039700058e-08,1.32634666452715e-06,0.107242776434015,1.7835332545557e-15,6.05724481801368e-321
7e-06,5e-05,9e-05,6.46801346801347e-05,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,6.05814318972095,3.53855245378906,3.39657878882341e-306,1.25388039700058e-08,1.94792244676459e-06,0.12608083025927,3.07947607948512e-15,1.04593697224592e-320
7e-06,5e-05,1e-04,6.83501683501684e-05,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,6.80096696644102,3.61672632246924,3.39657878882341e-306,1.25388039700058e-08,2.85831247557031e-06,0.146698535401638,5.25764907609486e-15,1.78604730971611e-320
7e-06,5e-05,2e-04,0.000105050505050505,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,14.8198175078315,4.36154378310408,3.39657878882341e-306,1.25388039700058e-08,0.000111745026488151,0.394871544408395,5.53273862373044e-13,1.87923797183468e-318
7e-06,5e-05,3e-04,0.000141750841750842,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,23.6721247727785,5.04268360831507,3.39657878882341e-306,1.25388039700058e-08,0.00233681174326149,0.476531541983192,1.39627670153475e-11,4.74256380210629e-317
7e-06,5e-05,4e-04,0.000178451178451178,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,33.0978937871744,5.67265296039526,3.39657878882341e-306,1.25388039700058e-08,0.0186298342979643,0.308027800807933,7.19540129518956e-11,2.4439747182505e-316
7e-06,5e-05,5e-04,0.000215151515151515,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,42.9243892237316,6.26454237282337,3.39657878882341e-306,1.25388039700058e-08,0.0453223040113566,0.11981363862133,6.80885914168165e-11,2.31268265224937e-316
7e-06,5e-05,6e-04,0.000251851851851852,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,53.0384894415801,6.82863749327489,3.39657878882341e-306,1.25388039700058e-08,0.029061235777411,0.030092707850032,1.09655762606126e-11,3.72454450324428e-317
7e-06,5e-05,7e-04,0.000288552188552189,1.73117840588016,11.7228465309689,23.3422520791235,2.03641522890081,63.3651947364586,7.37239573953632,3.39657878882341e-306,1.25388039700058e-08,0.00444964737690134,0.00509062130977395,2.84022338925992e-13,9.64702698756701e-319
7e-06,6e-05,7e-05,6.36700336700337e-05,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,5.19540709730353,4.52906513282529,0,7.59572297270462e-18,1.23621728277867e-06,0.440696633268036,4.1381255275027e-24,0
7e-06,6e-05,8e-05,6.73400673400673e-05,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,5.98301556792784,4.60929260734839,0,7.59572297270462e-18,1.87304610111998e-06,0.457718828223568,6.51202952900872e-24,0
7e-06,6e-05,9e-05,7.1010101010101e-05,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,6.78121238955793,4.68875981872344,0,7.59572297270462e-18,2.8295842180599e-06,0.470793187719556,1.01186345644313e-23,0
7e-06,6e-05,1e-04,7.46801346801347e-05,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,7.58959391605588,4.76746669799058,0,7.59572297270462e-18,4.25972029773424e-06,0.479678452576763,1.5520310677346e-23,0
7e-06,6e-05,2e-04,0.000111380471380471,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,16.1564436074423,5.5142903141421,0,7.59572297270462e-18,0.000189236450704306,0.363236447276844,5.2211158548427e-22,0
7e-06,6e-05,3e-04,0.000148080808080808,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,25.4027051633604,6.19714312912397,0,7.59572297270462e-18,0.00374231432756775,0.136944622420585,3.89273071855641e-21,0
7e-06,6e-05,4e-04,0.000184781144781145,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,35.1195474153051,6.83095134782228,0,7.59572297270462e-18,0.0248790847473913,0.0298936851746877,5.6491482613012e-21,0
7e-06,6e-05,5e-04,0.000221481481481481,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,45.1699952657084,7.42849969047429,0,7.59572297270462e-18,0.0462580142881342,0.00413381750303213,1.45247077478813e-21,0
7e-06,6e-05,6e-04,0.000258181818181818,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,55.4637911999024,7.99935172785466,0,7.59572297270462e-18,0.0212817196843098,0.000381515307485209,6.16719674261756e-23,0
7e-06,6e-05,7e-04,0.000294882154882155,1.8964109279328,13.0066843302764,30.3680506371654,2.78671664660041,65.9402503961035,8.55038467811945,0,7.59572297270462e-18,0.00222763842173666,2.42245475267986e-05,4.0989204592828e-25,0
7e-06,7e-05,7e-05,7e-05,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,5.62599208034188,5.67916009935164,0,1.2527062991569e-30,1.55309749979184e-06,0.305705794875026,5.94773558343127e-37,0
7e-06,7e-05,8e-05,7.36700336700337e-05,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,6.46309733724164,5.75876837269881,0,1.2527062991569e-30,2.4030413959754e-06,0.277268314284316,8.34662218859701e-37,0
7e-06,7e-05,9e-05,7.73400673400673e-05,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,7.30904572681585,5.83759400310152,0,1.2527062991569e-30,3.69963047842305e-06,0.249405925209759,1.15588433165871e-36,0
7e-06,7e-05,1e-04,8.1010101010101e-05,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,8.16349409962311,5.91564747868966,0,1.2527062991569e-30,5.6648076070716e-06,0.222553842866407,1.57931777576405e-36,0
7e-06,7e-05,2e-04,0.000117710437710438,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,17.1109494770574,6.65673782093404,0,1.2527062991569e-30,0.000271628824248686,0.0481888927472588,1.63972894303982e-35,0
7e-06,7e-05,3e-04,0.000154410774410774,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,26.6273949428849,7.33708427816358,0,1.2527062991569e-30,0.00509655304900631,0.00578954639879906,3.69632669784256e-35,0
7e-06,7e-05,4e-04,0.000191111111111111,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,36.5425630560241,7.97153749951067,0,1.2527062991569e-30,0.0295060384769367,0.000433290971945362,1.6015474335486e-35,0
7e-06,7e-05,5e-04,0.000227811447811448,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,46.7446016324717,8.57189955185656,0,1.2527062991569e-30,0.045060998621882,2.15554448718168e-05,1.2167659946655e-36,0
7e-06,7e-05,6e-04,0.000264511784511784,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,57.1589858339341,9.14686119970724,0,1.2527062991569e-30,0.0163299160702046,7.39018915663797e-07,1.51178060183569e-38,0
7e-06,7e-05,7e-04,0.000301212121212121,2.04835791359325,13.9333506647469,37.2898822230958,3.54212254800028,67.7348812303228,9.70269358950313,0,1.2527062991569e-30,0.00130459067862388,1.78168442962077e-08,2.91175156150774e-41,0
7e-06,8e-05,7e-05,7.63299663299663e-05,2.1897867194723,14.6373941323107,44.1499337698857,4.30086560822025,5.96022206699378,6.83223792169687,0,5.26189249174741e-47,1.85087523762961e-06,0.0297834905340776,2.90064586730984e-54,0
7e-06,8e-05,8e-05,8e-05,2.1897867194723,14.6373941323107,44.1499337698857,4.30086560822025,6.83455017182554,6.91063268467767,0,5.26189249174741e-47,2.9077870093561e-06,0.0236724567255578,3.62199539540149e-54,0
7e-06,8e-05,9e-05,8.36700336700337e-05,2.1897867194723,14.6373941323107,44.1499337698857,4.30086560822025,7.71635992727398,6.98827550858245,0,5.26189249174741e-47,4.53830303875304e-06,0.0186887635489523,4.46288845052051e-54,0
